PlayerName,Team,Pos,RANK,AVG,The Athletic,Baseball America,Baseball HQ,Baseball Prospectus,CBS Sports,Dynasty Dugout,ESPN,Fangraphs,Fantasy Alarm,Fantasy Six Pack,Fantrax HQ,Just Baseball,MLB Pipeline,NBC Sports,Pitcher List,Prospect361,Prospects Live,Razzball,Rotoballer,Roto- Prospects,Rotowire,The Upside Prospect
"Zhong-Ao Zhuang, Chen",ATH,RHP,548,349.053,Paywall,Paywall,Paywall,151,150,Paywall,Paywall,153,Paywall,Paywall,539,150,150,150,225,Paywall,Paywall,150,150,Paywall,Paywall,150
"Balcazar, Leo",CIN,SS,549,349.211,Paywall,Paywall,Paywall,151,150,Paywall,Paywall,153,Paywall,Paywall,900,150,150,150,225,Paywall,Paywall,150,150,Paywall,Paywall,150
"Cole, Zach",HOU,OF,550,349.263,Paywall,Paywall,Paywall,151,150,Paywall,Paywall,153,Paywall,Paywall,576,150,150,150,225,Paywall,Paywall,150,150,Paywall,Paywall,150
"Weston, Cameron",BAL,RHP,551,349.632,Paywall,Paywall,Paywall,151,150,Paywall,Paywall,153,Paywall,Paywall,514,150,150,150,225,Paywall,Paywall,150,150,Paywall,Paywall,150
"Parada, Kevin",NYM,C,552,350.000,Paywall,Paywall,Paywall,151,150,Paywall,Paywall,153,Paywall,Paywall,251,150,150,150,225,Paywall,Paywall,150,150,Paywall,Paywall,150
"Bush, Homer Jr.",TB,OF,553,350.211,Paywall,Paywall,Paywall,151,150,Paywall,Paywall,153,Paywall,Paywall,900,150,150,150,225,Paywall,Paywall,150,150,Paywall,Paywall,150
"Delgado, Keiner",PIT,2B/SS,553,350.211,Paywall,Paywall,Paywall,151,150,Paywall,Paywall,153,Paywall,Paywall,583,150,150,150,225,Paywall,Paywall,150,150,Paywall,Paywall,150
"Mozzicato, Frank",KC,LHP,555,350.789,Paywall,Paywall,Paywall,151,150,Paywall,Paywall,153,Paywall,Paywall,456,150,150,150,225,Paywall,Paywall,150,150,Paywall,Paywall,150
"Scott, Christian",NYM,RHP,556,351.632,Paywall,Paywall,Paywall,151,150,Paywall,Paywall,153,Paywall,Paywall,136,150,150,150,225,Paywall,Paywall,150,150,Paywall,Paywall,150
"Maxwell, Zach",CIN,RHP,557,352.316,Paywall,Paywall,Paywall,151,150,Paywall,Paywall,153,Paywall,Paywall,900,150,150,150,225,Paywall,Paywall,150,150,Paywall,Paywall,150
"Baro, Boston",NYM,3B/SS,558,352.368,Paywall,Paywall,Paywall,151,150,Paywall,Paywall,153,Paywall,Paywall,900,150,150,150,225,Paywall,Paywall,150,150,Paywall,Paywall,150
"Lord, Brad",WAS,RHP,559,352.737,Paywall,Paywall,Paywall,151,150,Paywall,Paywall,153,Paywall,Paywall,343,150,150,150,225,Paywall,Paywall,150,150,Paywall,Paywall,150
"Tunink, Brendan",LAD,OF,560,352.789,Paywall,Paywall,Paywall,151,150,Paywall,Paywall,153,Paywall,Paywall,900,150,150,150,225,Paywall,Paywall,150,150,Paywall,Paywall,150
"Ramirez, Alex",NYM,OF,561,353.053,Paywall,Paywall,Paywall,151,150,Paywall,Paywall,153,Paywall,Paywall,900,150,150,150,225,Paywall,Paywall,150,150,Paywall,Paywall,150
"Cauley, Cameron",TEX,2B/SS,562,353.211,Paywall,Paywall,Paywall,151,150,Paywall,Paywall,153,Paywall,Paywall,590,150,150,150,225,Paywall,Paywall,150,150,Paywall,Paywall,150
"Canario, Alexander",CHC,OF,563,353.263,Paywall,Paywall,Paywall,151,150,Paywall,Paywall,153,Paywall,Paywall,435,150,150,150,225,Paywall,Paywall,150,150,Paywall,Paywall,150
"Miller, Jake",DET,LHP,564,353.684,Paywall,Paywall,Paywall,151,150,Paywall,Paywall,153,Paywall,Paywall,390,150,150,150,225,Paywall,Paywall,150,150,Paywall,Paywall,150
"McCray, Grant",SF,OF,565,353.737,Paywall,Paywall,Paywall,151,150,Paywall,Paywall,153,Paywall,Paywall,524,150,150,150,225,Paywall,Paywall,150,150,Paywall,Paywall,150
"Coffey, Isaac",BOS,RHP,566,354.368,Paywall,Paywall,Paywall,151,150,Paywall,Paywall,153,Paywall,Paywall,900,150,150,150,225,Paywall,Paywall,150,150,Paywall,Paywall,150
"Rosario, Kala'i",MIN,OF,567,356.421,Paywall,Paywall,Paywall,151,150,Paywall,Paywall,153,Paywall,Paywall,900,150,150,150,225,Paywall,Paywall,150,150,Paywall,Paywall,150
"Albertus, Alexander",CHW,3B/SS,568,356.474,Paywall,Paywall,Paywall,151,150,Paywall,Paywall,153,Paywall,Paywall,900,150,150,150,225,Paywall,Paywall,150,150,Paywall,Paywall,150
"Morabito, Nick",NYM,OF,569,357.211,Paywall,Paywall,Paywall,151,150,Paywall,Paywall,153,Paywall,Paywall,900,150,150,150,225,Paywall,Paywall,150,150,Paywall,Paywall,150
"Gipson-Long, Sawyer",DET,RHP,570,357.632,Paywall,Paywall,Paywall,151,150,Paywall,Paywall,153,Paywall,Paywall,900,150,150,150,225,Paywall,Paywall,150,150,Paywall,Paywall,150
"Schlitter, Cam",NYY,RHP,571,357.947,Paywall,Paywall,Paywall,151,150,Paywall,Paywall,153,Paywall,Paywall,900,150,150,150,225,Paywall,Paywall,150,150,Paywall,Paywall,150
"Serwinowski, Adam",CIN,LHP,572,358.421,Paywall,Paywall,Paywall,151,150,Paywall,Paywall,153,Paywall,Paywall,515,150,150,150,225,Paywall,Paywall,150,150,Paywall,Paywall,150
"Martorella, Nathan",MIA,1B/OF,573,358.684,Paywall,Paywall,Paywall,151,150,Paywall,Paywall,153,Paywall,Paywall,900,150,150,150,225,Paywall,Paywall,150,150,Paywall,Paywall,150
"Bennett, Jake",WAS,LHP,574,358.737,Paywall,Paywall,Paywall,151,150,Paywall,Paywall,153,Paywall,Paywall,900,150,150,150,225,Paywall,Paywall,150,150,Paywall,Paywall,150
"Tears, Kavares",SD,OF,575,359.053,Paywall,Paywall,Paywall,151,150,Paywall,Paywall,153,Paywall,Paywall,521,150,150,150,225,Paywall,Paywall,150,150,Paywall,Paywall,150
"Halvorsen, Seth",COL,RHP,576,359.368,Paywall,Paywall,Paywall,151,150,Paywall,Paywall,153,Paywall,Paywall,900,150,150,150,225,Paywall,Paywall,150,150,Paywall,Paywall,150
"Lara, Andry",WAS,RHP,576,359.368,Paywall,Paywall,Paywall,151,150,Paywall,Paywall,153,Paywall,Paywall,900,150,150,150,225,Paywall,Paywall,150,150,Paywall,Paywall,150
"Kim, Hyeseong",LAD,2B,576,359.368,Paywall,Paywall,Paywall,151,93,Paywall,Paywall,153,Paywall,Paywall,900,150,150,150,225,Paywall,Paywall,150,150,Paywall,Paywall,150
"Champlain, Chandler",KC,RHP,579,359.632,Paywall,Paywall,Paywall,151,150,Paywall,Paywall,153,Paywall,Paywall,900,150,150,150,225,Paywall,Paywall,150,150,Paywall,Paywall,150
"Shields, Ben",NYY,LHP,580,359.737,Paywall,Paywall,Paywall,151,150,Paywall,Paywall,153,Paywall,Paywall,900,150,150,150,225,Paywall,Paywall,150,150,Paywall,Paywall,150
"Bericoto, Victor",SF,1B/OF,581,359.895,Paywall,Paywall,Paywall,151,150,Paywall,Paywall,153,Paywall,Paywall,900,150,150,150,225,Paywall,Paywall,150,150,Paywall,Paywall,150
"Showalter, Zack",STL,RHP,582,360.053,Paywall,Paywall,Paywall,151,150,Paywall,Paywall,153,Paywall,Paywall,555,150,150,150,225,Paywall,Paywall,150,150,Paywall,Paywall,150
"Ko, Ching-Hsien",LAD,OF,583,360.158,Paywall,Paywall,Paywall,151,150,Paywall,Paywall,153,Paywall,Paywall,900,150,150,150,225,Paywall,Paywall,150,150,Paywall,Paywall,150
"Vaquero, Cristhian",WAS,OF,584,360.211,Paywall,Paywall,Paywall,151,150,Paywall,Paywall,153,Paywall,Paywall,900,150,150,150,225,Paywall,Paywall,150,150,Paywall,Paywall,150
"Nivens, Spencer",KC,OF,585,360.421,Paywall,Paywall,Paywall,151,150,Paywall,Paywall,153,Paywall,Paywall,325,150,150,150,225,Paywall,Paywall,150,150,Paywall,Paywall,150
"Fenelon, Kenny",MIL,OF,586,360.474,Paywall,Paywall,Paywall,151,150,Paywall,Paywall,153,Paywall,Paywall,900,150,150,150,225,Paywall,Paywall,150,150,Paywall,Paywall,150
"Bencosme, Frederick",BAL,2B/SS,587,360.632,Paywall,Paywall,Paywall,151,150,Paywall,Paywall,153,Paywall,Paywall,900,150,150,150,225,Paywall,Paywall,150,150,Paywall,Paywall,150
"Cruz, Humberto",SD,RHP,588,360.895,Paywall,Paywall,Paywall,151,150,Paywall,Paywall,153,Paywall,Paywall,518,150,150,150,225,Paywall,Paywall,150,150,Paywall,Paywall,150
"Santana, Adrian",TB,SS,588,360.895,Paywall,Paywall,Paywall,151,150,Paywall,Paywall,153,Paywall,Paywall,900,150,150,150,225,Paywall,Paywall,150,150,Paywall,Paywall,150
"Furman, Nate",SF,2B,590,361.053,Paywall,Paywall,Paywall,151,150,Paywall,Paywall,153,Paywall,Paywall,558,150,150,150,225,Paywall,Paywall,150,150,Paywall,Paywall,150
"Ochoa, Nehomar Jr.",HOU,OF,591,361.263,Paywall,Paywall,Paywall,151,150,Paywall,Paywall,153,Paywall,Paywall,446,150,150,150,225,Paywall,Paywall,150,150,Paywall,Paywall,150
"Luciano, Marco",SF,SS,592,361.789,Paywall,Paywall,Paywall,151,150,Paywall,Paywall,153,Paywall,Paywall,239,150,150,150,225,Paywall,Paywall,150,150,Paywall,Paywall,150
"Rodriguez, Jose",LAD,RHP,593,361.895,Paywall,Paywall,Paywall,151,150,Paywall,Paywall,153,Paywall,Paywall,900,150,150,150,225,Paywall,Paywall,150,150,Paywall,Paywall,150
"Harris, Trent",SF,RHP,594,362.474,Paywall,Paywall,Paywall,151,150,Paywall,Paywall,153,Paywall,Paywall,900,150,150,150,225,Paywall,Paywall,150,150,Paywall,Paywall,150
"Rodriguez, Gabriel",CLE,SS,595,362.632,Paywall,Paywall,Paywall,151,150,Paywall,Paywall,153,Paywall,Paywall,900,150,150,150,225,Paywall,Paywall,150,150,Paywall,Paywall,150
"Antunez, Braylin",MIL,OF,596,362.737,Paywall,Paywall,Paywall,151,150,Paywall,Paywall,153,Paywall,Paywall,900,150,150,150,225,Paywall,Paywall,150,150,Paywall,Paywall,150
"Joseph, Dawel",SEA,SS,597,363.316,Paywall,Paywall,Paywall,151,150,Paywall,Paywall,153,Paywall,Paywall,900,150,150,150,225,Paywall,Paywall,150,150,Paywall,Paywall,150
"Gonzales, Justin",BOS,1B,598,363.368,Paywall,Paywall,Paywall,151,150,Paywall,Paywall,153,Paywall,Paywall,900,150,150,150,225,Paywall,Paywall,150,150,Paywall,Paywall,150
"Baez, Juan",MIL,2B/3B/SS,599,363.737,Paywall,Paywall,Paywall,151,150,Paywall,Paywall,153,Paywall,Paywall,900,150,150,150,225,Paywall,Paywall,150,150,Paywall,Paywall,150
"Campos, Roberto",DET,OF,600,363.895,Paywall,Paywall,Paywall,151,150,Paywall,Paywall,153,Paywall,Paywall,599,150,150,150,225,Paywall,Paywall,150,150,Paywall,Paywall,150
"Arronde, Felix",KC,RHP,601,363.947,Paywall,Paywall,Paywall,151,150,Paywall,Paywall,153,Paywall,Paywall,523,150,150,150,225,Paywall,Paywall,150,150,Paywall,Paywall,150
"De Los Santos, Daiber",MIN,SS,602,364.000,Paywall,Paywall,Paywall,151,150,Paywall,Paywall,153,Paywall,Paywall,900,150,150,150,225,Paywall,Paywall,150,150,Paywall,Paywall,150
"Dobbins, Hunter",BOS,RHP,603,364.105,Paywall,Paywall,Paywall,151,150,Paywall,Paywall,153,Paywall,Paywall,429,150,150,150,225,Paywall,Paywall,150,150,Paywall,Paywall,150
"Arias, Leandro",BAL,SS,604,364.316,Paywall,Paywall,Paywall,151,150,Paywall,Paywall,153,Paywall,Paywall,900,150,150,150,225,Paywall,Paywall,150,150,Paywall,Paywall,150
"Lowe, Isaiah",SD,RHP,605,364.368,Paywall,Paywall,Paywall,151,150,Paywall,Paywall,153,Paywall,Paywall,436,150,150,150,225,Paywall,Paywall,150,150,Paywall,Paywall,150
"Caceres, Juneiker",CLE,OF,606,364.632,Paywall,Paywall,Paywall,151,150,Paywall,Paywall,153,Paywall,Paywall,900,150,150,150,225,Paywall,Paywall,150,150,Paywall,Paywall,150
"Hurd, Thatcher",NYY,RHP,607,364.737,Paywall,Paywall,Paywall,151,150,Paywall,Paywall,153,Paywall,Paywall,450,150,150,150,225,Paywall,Paywall,150,150,Paywall,Paywall,150
"Hinds, Rece",CIN,OF,608,365.105,Paywall,Paywall,Paywall,151,150,Paywall,Paywall,153,Paywall,Paywall,900,150,150,150,225,Paywall,Paywall,150,150,Paywall,Paywall,150
"Di Turi, Filippo",MIL,2B/SS,609,365.211,Paywall,Paywall,Paywall,151,150,Paywall,Paywall,153,Paywall,Paywall,900,150,150,150,225,Paywall,Paywall,150,150,Paywall,Paywall,150
"Mooney, Alex",CLE,3B/SS,610,365.579,Paywall,Paywall,Paywall,151,150,Paywall,Paywall,153,Paywall,Paywall,592,150,150,150,225,Paywall,Paywall,150,150,Paywall,Paywall,150
"Bernabel, Warming",COL,3B,611,365.842,Paywall,Paywall,Paywall,151,150,Paywall,Paywall,153,Paywall,Paywall,900,150,150,150,225,Paywall,Paywall,150,150,Paywall,Paywall,150
"Ginn, J.T.",ATH,RHP,612,365.947,Paywall,Paywall,Paywall,151,150,Paywall,Paywall,153,Paywall,Paywall,900,150,150,150,225,Paywall,Paywall,150,150,Paywall,Paywall,150
"Stephen, Khal",TOR,RHP,613,366.263,Paywall,Paywall,Paywall,151,150,Paywall,Paywall,153,Paywall,Paywall,453,150,150,150,225,Paywall,Paywall,150,150,Paywall,Paywall,150
"Sullivan, Joseph",HOU,OF,614,366.368,Paywall,Paywall,Paywall,151,150,Paywall,Paywall,153,Paywall,Paywall,442,150,150,150,225,Paywall,Paywall,150,150,Paywall,Paywall,150
"McGraw, Teddy",SEA,RHP,615,366.632,Paywall,Paywall,Paywall,151,150,Paywall,Paywall,153,Paywall,Paywall,900,150,150,150,225,Paywall,Paywall,150,150,Paywall,Paywall,150
"Church, Marc",TEX,RHP,616,367.579,Paywall,Paywall,Paywall,151,150,Paywall,Paywall,153,Paywall,Paywall,900,150,150,150,225,Paywall,Paywall,150,150,Paywall,Paywall,150
"Tejeda, Enmanuel",NYY,3B,616,367.579,Paywall,Paywall,Paywall,151,150,Paywall,Paywall,153,Paywall,Paywall,900,150,150,150,225,Paywall,Paywall,150,150,Paywall,Paywall,150
"Cepeda, Angel",CHC,3B/SS,618,368.368,Paywall,Paywall,Paywall,151,150,Paywall,Paywall,153,Paywall,Paywall,900,150,150,150,225,Paywall,Paywall,150,150,Paywall,Paywall,150
"Karros, Jared",LAD,RHP,619,368.421,Paywall,Paywall,Paywall,151,150,Paywall,Paywall,153,Paywall,Paywall,394,150,150,150,225,Paywall,Paywall,150,150,Paywall,Paywall,150
"Susac, Daniel",ATH,C,620,368.737,Paywall,Paywall,Paywall,151,150,Paywall,Paywall,153,Paywall,Paywall,356,150,150,150,225,Paywall,Paywall,150,150,Paywall,Paywall,150
"Nett, Braden",SD,RHP,621,368.789,Paywall,Paywall,Paywall,151,150,Paywall,Paywall,153,Paywall,Paywall,418,150,150,150,225,Paywall,Paywall,150,150,Paywall,Paywall,150
"Tawa, Tim",ARI,2B,622,369.211,Paywall,Paywall,Paywall,151,150,Paywall,Paywall,153,Paywall,Paywall,900,150,150,150,225,Paywall,Paywall,150,150,Paywall,Paywall,150
"Flores, Wilmer",DET,RHP,623,370.000,Paywall,Paywall,Paywall,151,150,Paywall,Paywall,153,Paywall,Paywall,900,150,150,150,225,Paywall,Paywall,150,150,Paywall,Paywall,150
"Fulton, Dax",MIA,LHP,624,370.053,Paywall,Paywall,Paywall,151,150,Paywall,Paywall,153,Paywall,Paywall,900,150,150,150,225,Paywall,Paywall,150,150,Paywall,Paywall,150
"Neighbors, Tyson",SD,RHP,624,370.053,Paywall,Paywall,Paywall,151,150,Paywall,Paywall,153,Paywall,Paywall,503,150,150,150,225,Paywall,Paywall,150,150,Paywall,Paywall,150
"Lantigua, Arnaldo",LAD,OF,626,370.158,Paywall,Paywall,Paywall,151,150,Paywall,Paywall,153,Paywall,Paywall,900,150,150,150,225,Paywall,Paywall,150,150,Paywall,Paywall,150
"Rock, Joe",TB,LHP,627,370.474,Paywall,Paywall,Paywall,151,150,Paywall,Paywall,153,Paywall,Paywall,471,150,150,150,225,Paywall,Paywall,150,150,Paywall,Paywall,150
"Jordan, Blaze",BOS,1B/3B,627,370.474,Paywall,Paywall,Paywall,151,150,Paywall,Paywall,153,Paywall,Paywall,900,150,150,150,225,Paywall,Paywall,150,150,Paywall,Paywall,150
"Gelof, Jake",LAD,3B,629,370.632,Paywall,Paywall,Paywall,151,150,Paywall,Paywall,153,Paywall,Paywall,900,150,150,150,225,Paywall,Paywall,150,150,Paywall,Paywall,150
"Fernandez, Yeiner",LAD,C/2B,630,370.789,Paywall,Paywall,Paywall,151,150,Paywall,Paywall,153,Paywall,Paywall,900,150,150,150,225,Paywall,Paywall,150,150,Paywall,Paywall,150
"Bonilla, Enmanuel",TOR,OF,631,371.053,Paywall,Paywall,Paywall,151,150,Paywall,Paywall,153,Paywall,Paywall,900,150,150,150,225,Paywall,Paywall,150,150,Paywall,Paywall,150
"Sanchez, Jordan",BAL,OF,632,371.368,Paywall,Paywall,Paywall,151,150,Paywall,Paywall,153,Paywall,Paywall,900,150,150,150,225,Paywall,Paywall,150,150,Paywall,Paywall,150
"Gibson, Trey",BAL,RHP,633,371.421,Paywall,Paywall,Paywall,151,150,Paywall,Paywall,153,Paywall,Paywall,900,150,150,150,225,Paywall,Paywall,150,150,Paywall,Paywall,150
"Palmegiani, Damiano",TOR,1B/3B,634,371.684,Paywall,Paywall,Paywall,151,150,Paywall,Paywall,153,Paywall,Paywall,501,150,150,150,225,Paywall,Paywall,150,150,Paywall,Paywall,150
"Chaparro, Andres",WAS,3B,635,372.158,Paywall,Paywall,Paywall,151,150,Paywall,Paywall,153,Paywall,Paywall,900,150,150,150,225,Paywall,Paywall,150,150,Paywall,Paywall,150
"Ingrassia, Jojo",BOS,LHP,636,372.263,Paywall,Paywall,Paywall,151,150,Paywall,Paywall,153,Paywall,Paywall,516,150,150,150,225,Paywall,Paywall,150,150,Paywall,Paywall,150
"McDonald, Trevor",SF,RHP,637,372.316,Paywall,Paywall,Paywall,151,150,Paywall,Paywall,153,Paywall,Paywall,900,150,150,150,225,Paywall,Paywall,150,150,Paywall,Paywall,150
"Mogollon, Javier",CHW,2B,638,372.526,Paywall,Paywall,Paywall,151,150,Paywall,Paywall,153,Paywall,Paywall,900,150,150,150,225,Paywall,Paywall,150,150,Paywall,Paywall,150
"Eagen, Daniel",ARI,RHP,639,372.579,Paywall,Paywall,Paywall,151,150,Paywall,Paywall,153,Paywall,Paywall,430,150,150,150,225,Paywall,Paywall,150,150,Paywall,Paywall,150
"Barriera, Brandon",TOR,LHP,640,373.158,Paywall,Paywall,Paywall,151,150,Paywall,Paywall,153,Paywall,Paywall,900,150,150,150,225,Paywall,Paywall,150,150,Paywall,Paywall,150
"Josenberger, Tavian",BAL,2B/OF,640,373.158,Paywall,Paywall,Paywall,151,150,Paywall,Paywall,153,Paywall,Paywall,511,150,150,150,225,Paywall,Paywall,150,150,Paywall,Paywall,150
"Saucke, Casey",CHW,OF,642,373.316,Paywall,Paywall,Paywall,151,150,Paywall,Paywall,153,Paywall,Paywall,481,150,150,150,225,Paywall,Paywall,150,150,Paywall,Paywall,150
"Haynes, Jagger",SD,LHP,643,374.158,Paywall,Paywall,Paywall,151,150,Paywall,Paywall,153,Paywall,Paywall,582,150,150,150,225,Paywall,Paywall,150,150,Paywall,Paywall,150
"Mesa, Victor Jr.",MIA,OF,644,374.211,Paywall,Paywall,Paywall,151,150,Paywall,Paywall,153,Paywall,Paywall,900,150,150,150,225,Paywall,Paywall,150,150,Paywall,Paywall,150
"Rynders, Eddie",PIT,3B,645,374.421,Paywall,Paywall,Paywall,151,150,Paywall,Paywall,153,Paywall,Paywall,900,150,150,150,225,Paywall,Paywall,150,150,Paywall,Paywall,150
"Gregory-Alford, Trey",LAA,RHP,646,374.526,Paywall,Paywall,Paywall,151,150,Paywall,Paywall,153,Paywall,Paywall,900,150,150,150,225,Paywall,Paywall,150,150,Paywall,Paywall,150
"Naylor, Myles",ATH,3B,646,374.526,Paywall,Paywall,Paywall,151,150,Paywall,Paywall,153,Paywall,Paywall,594,150,150,150,225,Paywall,Paywall,150,150,Paywall,Paywall,150
"King, Johnny",TOR,LHP,648,374.684,Paywall,Paywall,Paywall,151,150,Paywall,Paywall,153,Paywall,Paywall,485,150,150,150,225,Paywall,Paywall,150,150,Paywall,Paywall,150
"Zanetello, Nazzan",BOS,SS,649,375.053,Paywall,Paywall,Paywall,151,150,Paywall,Paywall,153,Paywall,Paywall,598,150,150,150,225,Paywall,Paywall,150,150,Paywall,Paywall,150
"Arias, Robert",CLE,OF,650,375.421,Paywall,Paywall,Paywall,151,150,Paywall,Paywall,153,Paywall,Paywall,540,150,150,150,225,Paywall,Paywall,150,150,Paywall,Paywall,150
"Ewing, A.J.",NYM,2B/SS/OF,651,375.947,Paywall,Paywall,Paywall,151,150,Paywall,Paywall,153,Paywall,Paywall,900,150,150,150,225,Paywall,Paywall,150,150,Paywall,Paywall,150
"Gough, Tyler",SEA,RHP,652,376.263,Paywall,Paywall,Paywall,151,150,Paywall,Paywall,153,Paywall,Paywall,588,150,150,150,225,Paywall,Paywall,150,150,Paywall,Paywall,150
"Blanco, Tony Jr.",PIT,1B,653,376.526,Paywall,Paywall,Paywall,151,150,Paywall,Paywall,153,Paywall,Paywall,900,150,150,150,225,Paywall,Paywall,150,150,Paywall,Paywall,150
"Jones, Greg",COL,SS/OF,654,376.579,Paywall,Paywall,Paywall,151,150,Paywall,Paywall,153,Paywall,Paywall,900,150,150,150,225,Paywall,Paywall,150,150,Paywall,Paywall,150
"Miller, Gage",MIA,2B/SS,655,376.895,Paywall,Paywall,Paywall,151,150,Paywall,Paywall,153,Paywall,Paywall,506,150,150,150,225,Paywall,Paywall,150,150,Paywall,Paywall,150
"Bazzell, Kevin",WAS,C/3B,656,376.947,Paywall,Paywall,Paywall,151,150,Paywall,Paywall,153,Paywall,Paywall,900,150,150,150,225,Paywall,Paywall,150,150,Paywall,Paywall,150
"Cheng, Tsung-Che",PIT,2B/SS,657,377.053,Paywall,Paywall,Paywall,151,150,Paywall,Paywall,153,Paywall,Paywall,900,150,150,150,225,Paywall,Paywall,150,150,Paywall,Paywall,150
"Serna, Luis",NYY,RHP,658,377.947,Paywall,Paywall,Paywall,151,150,Paywall,Paywall,153,Paywall,Paywall,900,150,150,150,225,Paywall,Paywall,150,150,Paywall,Paywall,150
"Florentino, Edward",PIT,1B/OF,659,378.316,Paywall,Paywall,Paywall,151,150,Paywall,Paywall,153,Paywall,Paywall,900,150,150,150,225,Paywall,Paywall,150,150,Paywall,Paywall,150
"Trimble, Fenwick",MIA,OF,660,378.684,Paywall,Paywall,Paywall,151,150,Paywall,Paywall,153,Paywall,Paywall,482,150,150,150,225,Paywall,Paywall,150,150,Paywall,Paywall,150
"Guzman, Denzer",LAA,SS,661,378.947,Paywall,Paywall,Paywall,151,150,Paywall,Paywall,153,Paywall,Paywall,530,150,150,150,225,Paywall,Paywall,150,150,Paywall,Paywall,150
"Quintana, Jorge",MIL,SS,662,379.105,Paywall,Paywall,Paywall,151,150,Paywall,Paywall,153,Paywall,Paywall,520,150,150,150,225,Paywall,Paywall,150,150,Paywall,Paywall,150
"Early, Connelly",BOS,LHP,663,379.263,Paywall,Paywall,Paywall,151,150,Paywall,Paywall,153,Paywall,Paywall,900,150,150,150,225,Paywall,Paywall,150,150,Paywall,Paywall,150
"Hartle, Josh",CLE,LHP,664,379.632,Paywall,Paywall,Paywall,151,150,Paywall,Paywall,153,Paywall,Paywall,488,150,150,150,225,Paywall,Paywall,150,150,Paywall,Paywall,150
"Pineda, Leonardo",TB,OF,665,379.684,Paywall,Paywall,Paywall,151,150,Paywall,Paywall,153,Paywall,Paywall,900,150,150,150,225,Paywall,Paywall,150,150,Paywall,Paywall,150
"Brown, Eric Jr.",MIL,SS,666,379.789,Paywall,Paywall,Paywall,151,150,Paywall,Paywall,153,Paywall,Paywall,900,150,150,150,225,Paywall,Paywall,150,150,Paywall,Paywall,150
"Brannigan, Jack",PIT,3B,667,380.316,Paywall,Paywall,Paywall,151,150,Paywall,Paywall,153,Paywall,Paywall,900,150,150,150,225,Paywall,Paywall,150,150,Paywall,Paywall,150
"Martinez, Stiven",BAL,OF,668,380.526,Paywall,Paywall,Paywall,151,150,Paywall,Paywall,153,Paywall,Paywall,532,150,150,150,225,Paywall,Paywall,150,150,Paywall,Paywall,150
"Cozart, Jacob",CLE,C,669,380.684,Paywall,Paywall,Paywall,151,150,Paywall,Paywall,153,Paywall,Paywall,490,150,150,150,225,Paywall,Paywall,150,150,Paywall,Paywall,150
"Ramirez, Pedro",CHC,2B/3B,670,381.000,Paywall,Paywall,Paywall,151,150,Paywall,Paywall,153,Paywall,Paywall,900,150,150,150,225,Paywall,Paywall,150,150,Paywall,Paywall,150
"Conticello, Gavin",ARI,OF,671,381.053,Paywall,Paywall,Paywall,151,150,Paywall,Paywall,153,Paywall,Paywall,900,150,150,150,225,Paywall,Paywall,150,150,Paywall,Paywall,150
"Arteaga, Aeverson",SF,SS,672,381.105,Paywall,Paywall,Paywall,151,150,Paywall,Paywall,153,Paywall,Paywall,900,150,150,150,225,Paywall,Paywall,150,150,Paywall,Paywall,150
"Schobel, Tanner",MIN,3B/SS,673,381.316,Paywall,Paywall,Paywall,151,150,Paywall,Paywall,153,Paywall,Paywall,900,150,150,150,225,Paywall,Paywall,150,150,Paywall,Paywall,150
"Montalvo, Joseph",DET,RHP,674,381.368,Paywall,Paywall,Paywall,151,150,Paywall,Paywall,153,Paywall,Paywall,591,150,150,150,225,Paywall,Paywall,150,150,Paywall,Paywall,150
"De Los Santos, Yordany",PIT,SS,675,381.474,Paywall,Paywall,Paywall,151,150,Paywall,Paywall,153,Paywall,Paywall,496,150,150,150,225,Paywall,Paywall,150,150,Paywall,Paywall,150
"Lobus, Ryan",TEX,RHP,676,381.632,Paywall,Paywall,Paywall,151,150,Paywall,Paywall,153,Paywall,Paywall,900,150,150,150,225,Paywall,Paywall,150,150,Paywall,Paywall,150
"Wilcox, Cole",TB,RHP,677,381.684,Paywall,Paywall,Paywall,151,150,Paywall,Paywall,153,Paywall,Paywall,900,150,150,150,225,Paywall,Paywall,150,150,Paywall,Paywall,150
"Pecko, Ethan",HOU,RHP,678,381.789,Paywall,Paywall,Paywall,151,150,Paywall,Paywall,153,Paywall,Paywall,900,150,150,150,225,Paywall,Paywall,150,150,Paywall,Paywall,150
"Carela, Juan",CHW,RHP,679,381.842,Paywall,Paywall,Paywall,151,150,Paywall,Paywall,153,Paywall,Paywall,900,150,150,150,225,Paywall,Paywall,150,150,Paywall,Paywall,150
"Kjerstad, Heston",BAL,OF,680,381.895,Paywall,Paywall,Paywall,151,150,Paywall,Paywall,153,Paywall,Paywall,900,150,150,150,225,Paywall,Paywall,150,35,77,Paywall,150
"Urbina, Jose",TB,RHP,681,382.000,Paywall,Paywall,Paywall,151,150,Paywall,Paywall,153,Paywall,Paywall,900,150,150,150,225,Paywall,Paywall,150,150,Paywall,Paywall,150
"Ricardo, Yandel",KC,SS,682,382.263,Paywall,Paywall,Paywall,151,150,Paywall,Paywall,153,Paywall,Paywall,554,150,150,150,225,Paywall,Paywall,150,150,Paywall,Paywall,150
