Name,Team,Pos,mlbam,Age,Draft,Highest Level,B/T,Hgt/Wgt,Rank,Avg,Baseball America,Baseball HQ,Baseball Prospectus,CBS Sports,Dynasty Dugout,ESPN,Fangraphs,Fantasy Alarm,Fantasy Six Pack,Imaginary Brick Wall,Just Baseball,MLB Pipeline,NBC Sports,Prospect 361,Prospects Live,Razzball,Roto- Baller,Roto- Prospects,Rotowire,The Athletic,TJStats
"Mathis, Cole",CHC,3B,695573,22.6,2024 #54,A,R/R,"6'1"" 210",482,265.81,Paywall,Paywall,150,150,Paywall,300,165,150,Paywall,Paywall,150,150,150,Paywall,150,150,187,150,Paywall,168,150
"Plaz, Axiel",PIT,C,800208,20.5,2022 FA,A+,R/R,"5'11"" 165",484,266.14,Paywall,Paywall,150,150,Paywall,300,165,150,Paywall,Paywall,150,150,150,Paywall,150,150,187,150,Paywall,168,150
"Martinez, Liomar",MIA,P,801737,20.7,2022 FA,A,R/R,"6'2"" 165",485,266.57,Paywall,Paywall,150,150,Paywall,300,165,150,Paywall,Paywall,150,150,150,Paywall,150,150,187,150,Paywall,168,150
"Lantigua, Arnaldo",CIN,OF,806984,20.2,2023 FA,A,R/R,"6'2"" 200",486,267.33,Paywall,Paywall,150,150,Paywall,300,165,150,Paywall,Paywall,150,150,150,Paywall,150,150,187,150,Paywall,168,150
"Avila, Luinder",KC,P,679883,24.5,2018 FA,MLB,R/R,"6'3"" 195",487,267.67,Paywall,Paywall,150,150,Paywall,300,165,150,Paywall,Paywall,150,150,150,Paywall,150,150,187,150,Paywall,168,150
"Cook, Jake",TOR,OF,834404,22.6,2025 #81,,L/L,"6'3"" 185",488,267.81,Paywall,Paywall,150,150,Paywall,300,165,150,Paywall,Paywall,150,150,150,Paywall,150,150,187,150,Paywall,168,150
"De Los Santos, Deyvison",MIA,3B,691277,22.7,2019 FA,AAA,R/R,"6'1"" 185",489,268.71,Paywall,Paywall,150,150,Paywall,300,165,150,Paywall,Paywall,150,150,150,Paywall,150,150,187,150,Paywall,168,150
"Crow, Coleman",MIL,P,689441,25.1,2019 #841,AAA,R/R,"6'0"" 175",490,269.05,Paywall,Paywall,150,150,Paywall,300,165,150,Paywall,Paywall,150,150,150,Paywall,150,150,187,150,Paywall,168,150
"Arias, Robert",CLE,OF,815897,19.4,2024 FA,R,L/L,"6'1"" 168",491,269.19,Paywall,Paywall,150,150,Paywall,300,165,150,Paywall,Paywall,150,150,150,Paywall,150,150,187,150,Paywall,168,150
"Keegan, Dominic",TB,C,681371,25.6,2022 #134,AAA,R/R,"6'0"" 210",492,269.33,Paywall,Paywall,150,150,Paywall,300,165,150,Paywall,Paywall,150,150,150,Paywall,150,150,187,150,Paywall,168,150
"Dotel, Wilber",PIT,P,696062,23.4,2020 FA,AA,R/R,"6'3"" 178",492,269.33,Paywall,Paywall,150,150,Paywall,300,165,150,Paywall,Paywall,150,150,150,Paywall,150,150,187,150,Paywall,168,150
"Sundstrom, Jared",SEA,OF,814791,24.7,2023 #307,AA,R/R,"6'2"" 230",494,269.71,Paywall,Paywall,150,150,Paywall,300,165,150,Paywall,Paywall,150,150,150,Paywall,150,150,187,150,Paywall,168,150
"Frontado, Diego",MIL,SS,836601,17.4,2026 FA,,R/R,"6'0"" 180",495,269.90,Paywall,Paywall,150,150,Paywall,300,165,150,Paywall,Paywall,150,150,150,Paywall,150,150,187,150,Paywall,168,150
"Smith, Cade",NYY,P,694696,23.9,2023 #192,A+,L/R,"6'1"" 190",495,269.90,Paywall,Paywall,150,150,Paywall,300,165,150,Paywall,Paywall,150,150,150,Paywall,150,150,187,150,Paywall,168,150
"Kasevich, Josh",TOR,SS,688460,25.1,2022 #60,AAA,R/R,"6'1"" 200",497,270.10,Paywall,Paywall,150,150,Paywall,300,165,150,Paywall,Paywall,150,150,150,Paywall,150,150,187,150,Paywall,168,150
"Rosario, Kala'i",MIN,OF,693850,23.6,2020 #158,AA,R/R,"6'0"" 205",498,270.52,Paywall,Paywall,150,150,Paywall,300,165,150,Paywall,Paywall,150,150,150,Paywall,150,150,187,150,Paywall,168,150
"Weiss, Ryan",HOU,P,680802,29.2,2018 #129,AAA,R/R,"6'4"" 210",499,270.86,Paywall,Paywall,150,150,Paywall,300,165,150,Paywall,Paywall,150,150,150,Paywall,150,150,187,150,Paywall,168,150
"Stafura, Sammy",PIT,SS,806230,21.3,2023 #43,A+,R/R,"6'0"" 188",500,271.95,Paywall,Paywall,150,150,Paywall,300,165,150,Paywall,Paywall,150,150,150,Paywall,150,150,187,150,Paywall,168,150
"Pacheco, Izaac",DET,SS,691789,23.3,2021 #39,A+,L/R,"6'3"" 225",500,271.95,Paywall,Paywall,150,150,Paywall,300,165,150,Paywall,Paywall,150,150,150,Paywall,150,150,187,150,Paywall,168,150
"Antunez, Wuilfredo",CLE,OF,686404,23.8,2019 FA,AA,L/R,"6'1"" 193",502,272.00,Paywall,Paywall,150,150,Paywall,300,165,150,Paywall,Paywall,150,150,150,Paywall,150,150,187,150,Paywall,168,150
"Dzierwa, Joseph",BAL,P,804530,21.8,2025 #58,R,R/L,"6'8"" 200",503,272.38,Paywall,Paywall,150,150,Paywall,300,165,150,Paywall,Paywall,150,150,150,Paywall,150,150,187,150,Paywall,168,150
"Sime, Miguel Jr.",WAS,P,828137,18.8,2025 #111,,R/R,"6'4"" 235",504,272.57,Paywall,Paywall,150,150,Paywall,300,165,150,Paywall,Paywall,150,150,150,Paywall,150,150,187,150,Paywall,168,150
"Carr, Kyle",NYY,P,694805,23.8,2023 #97,AA,L/L,"6'1"" 175",505,272.71,Paywall,Paywall,150,150,Paywall,300,165,150,Paywall,Paywall,150,150,150,Paywall,150,150,187,150,Paywall,168,150
"Braun, Lucas",ATL,P,814351,24.5,2023 #189,AAA,R/R,"6'0"" 185",506,272.81,Paywall,Paywall,150,150,Paywall,300,165,150,Paywall,Paywall,150,150,150,Paywall,150,150,187,150,Paywall,168,150
"Rodriguez, Gabriel",CLE,SS,821657,18.8,2024 FA,R,L/R,"6'0"" 161",507,273.00,Paywall,Paywall,150,150,Paywall,300,165,150,Paywall,Paywall,150,150,150,Paywall,150,150,187,150,Paywall,168,150
"Harvey, Ty",SD,C,829210,19.6,2025 #160,A,R/R,"6'2"" 215",508,273.33,Paywall,Paywall,150,150,Paywall,300,165,150,Paywall,Paywall,150,150,150,Paywall,150,150,187,150,Paywall,168,150
"Fermin, Albert",HOU,SS,837522,17.0,2026 FA,,S/R,"6'3"" 190",509,273.43,Paywall,Paywall,150,150,Paywall,300,165,150,Paywall,Paywall,150,150,150,Paywall,150,150,187,150,Paywall,168,150
"Guerrero, Wilton Jr.",PIT,SS,836595,16.7,2026 FA,,R/R,"5'10"" 153",510,273.48,Paywall,Paywall,150,150,Paywall,300,165,150,Paywall,Paywall,150,150,150,Paywall,150,150,187,150,Paywall,168,150
"Thomas, Colby",ATH,OF,687515,25.1,2022 #95,MLB,R/R,"5'10"" 190",511,273.57,Paywall,Paywall,150,150,Paywall,300,165,150,Paywall,Paywall,150,150,150,Paywall,150,150,94,150,Paywall,168,150
"Carey, Owen",ATL,OF,826928,19.6,2024 #461,A,L/L,"6'0"" 185",512,274.14,Paywall,Paywall,150,150,Paywall,300,165,150,Paywall,Paywall,150,150,150,Paywall,150,150,187,150,Paywall,168,150
"Musgrove, Tucker",SD,P,814491,24.1,2023 #221,A,R/R,"6'3"" 175",513,274.29,Paywall,Paywall,150,150,Paywall,300,165,150,Paywall,Paywall,150,150,150,Paywall,150,150,187,150,Paywall,168,150
"Serrano, Samil",WAS,OF,836603,17.3,2026 FA,,L/L,"6'3"" 173",514,274.81,Paywall,Paywall,150,150,Paywall,300,165,150,Paywall,Paywall,150,150,150,Paywall,150,150,187,150,Paywall,168,150
"Willems, Creed",BAL,C,695735,22.7,2021 #227,AA,L/R,"5'11"" 225",515,275.05,Paywall,Paywall,150,150,Paywall,300,165,150,Paywall,Paywall,150,150,150,Paywall,150,150,187,150,Paywall,168,150
"Paez, Jedixson",BOS,P,699151,22.1,2021 FA,A+,R/R,"6'1"" 170",516,275.10,Paywall,Paywall,150,150,Paywall,300,165,150,Paywall,Paywall,150,150,150,Paywall,150,150,187,150,Paywall,168,150
"Baumann, Garrett",ATL,P,803833,21.5,2023 #126,A+,L/R,"6'8"" 245",517,275.19,Paywall,Paywall,150,150,Paywall,300,165,150,Paywall,Paywall,150,150,150,Paywall,150,150,187,150,Paywall,168,150
"Custodio, Jeancer",PIT,OF,836586,17.3,2026 FA,,R/R,"5'10"" 202",517,275.19,Paywall,Paywall,150,150,Paywall,300,165,150,Paywall,Paywall,150,150,150,Paywall,150,150,187,150,Paywall,168,150
"Mena, Cristian",ARI,P,691441,23.2,2019 FA,MLB,R/R,"6'2"" 170",519,275.38,Paywall,Paywall,150,150,Paywall,300,165,150,Paywall,Paywall,150,150,150,Paywall,150,150,187,150,Paywall,168,150
"Cabada, Juan",CHC,SS,829040,17.8,2025 FA,R,L/R,"5'10"" 165",520,275.43,Paywall,Paywall,150,150,Paywall,300,165,150,Paywall,Paywall,150,150,150,Paywall,150,150,187,150,Paywall,168,150
"Kudrna, Ben",KC,P,695667,23.1,2021 #43,AAA,R/R,"6'3"" 175",521,275.57,Paywall,Paywall,150,150,Paywall,300,165,150,Paywall,Paywall,150,150,150,Paywall,150,150,187,150,Paywall,168,150
"Maxwell, Zach",CIN,P,687209,25.1,2022 #183,MLB,R/R,"6'6"" 275",522,275.95,Paywall,Paywall,150,150,Paywall,300,165,150,Paywall,Paywall,150,150,150,Paywall,150,150,187,150,Paywall,168,150
"Coret, Maykel",TB,OF,829044,18.4,2025 FA,R,R/R,"6'4"" 187",523,276.10,Paywall,Paywall,150,150,Paywall,300,165,150,Paywall,Paywall,150,150,150,Paywall,150,150,187,150,Paywall,168,150
"Hamm, Jaden",DET,P,811290,23.5,2023 #143,AA,R/R,"6'1"" 190",524,276.71,Paywall,Paywall,150,150,Paywall,300,165,150,Paywall,Paywall,150,150,150,77,150,150,187,150,Paywall,168,150
"Furman, Nate",SF,2B,801501,24.6,2022 #121,AA,L/R,"5'8"" 180",525,277.29,Paywall,Paywall,150,150,Paywall,300,165,150,Paywall,Paywall,150,150,150,Paywall,150,150,187,150,Paywall,168,150
"Millar, Cameron",KC,P,832698,18.8,2025 #97,,R/R,"6'2"" 200",526,277.67,Paywall,Paywall,150,150,Paywall,300,165,150,Paywall,Paywall,150,150,150,Paywall,150,150,187,150,Paywall,168,150
"Walters, Andrew",CLE,P,689958,25.2,2023 #62,AAA,R/R,"6'4"" 222",527,278.10,Paywall,Paywall,150,150,Paywall,300,165,150,Paywall,Paywall,150,150,150,Paywall,150,150,187,150,Paywall,168,150
"Bergolla, William Jr.",CHW,2B,703151,21.3,2022 FA,AA,L/R,"5'9"" 165",528,278.14,Paywall,Paywall,150,150,Paywall,199,165,150,Paywall,Paywall,150,150,150,Paywall,150,150,187,150,Paywall,168,150
"Matic, Richard",NYY,3B,821043,18.6,2024 FA,R,R/R,"6'0"" 200",529,278.19,Paywall,Paywall,150,150,Paywall,300,165,150,Paywall,Paywall,150,150,150,Paywall,150,150,187,150,Paywall,168,150
"Yoho, Craig",MIL,P,684974,26.3,2023 #242,MLB,R/R,"6'2"" 235",530,278.38,Paywall,Paywall,150,150,Paywall,300,165,150,Paywall,Paywall,150,150,150,Paywall,150,150,187,150,Paywall,168,150
"De La Torre, Luis",SF,P,815219,22.5,2023 FA,A,L/L,"6'0"" 188",531,278.67,Paywall,Paywall,150,150,Paywall,300,165,150,Paywall,Paywall,150,150,150,Paywall,150,150,187,150,Paywall,168,150
"De Los Santos, Angel",DET,SS,829751,18.0,2025 FA,R,R/R,"6'1"" 161",532,278.81,Paywall,Paywall,150,150,Paywall,300,165,150,Paywall,Paywall,150,150,150,Paywall,150,150,187,150,Paywall,168,150
"Scott, Christian",NYM,P,681035,26.7,2021 #142,MLB,R/R,"6'4"" 215",533,279.38,Paywall,Paywall,150,150,Paywall,300,165,150,Paywall,Paywall,150,150,150,Paywall,150,150,187,150,Paywall,168,150
"Horton, Jeyson",LAA,SS,836588,17.0,2026 FA,,L/R,"5'9"" 167",533,279.38,Paywall,Paywall,150,150,Paywall,300,165,150,Paywall,Paywall,150,150,150,Paywall,150,150,187,150,Paywall,168,150
"Castillo, Haritzon",MIN,SS,829061,17.9,2025 FA,R,S/R,"5'10"" 175",535,279.43,Paywall,Paywall,150,150,Paywall,300,165,150,Paywall,Paywall,150,150,150,Paywall,150,150,187,150,Paywall,168,150
"Saltiban, Devin",PHI,SS,813880,21.0,2023 #98,A+,R/R,"5'9"" 180",536,279.48,Paywall,Paywall,150,150,Paywall,300,165,150,Paywall,Paywall,150,150,150,Paywall,150,150,187,150,Paywall,168,150
"Essenburg, Conor",ATL,P,828148,19.4,2025 #157,,R/L,"6'2"" 200",537,279.52,Paywall,Paywall,150,150,Paywall,300,165,150,Paywall,Paywall,150,150,150,Paywall,150,150,187,150,Paywall,168,150
"Hjerpe, Cooper",STL,P,687309,24.9,2022 #22,AA,L/L,"6'3"" 200",538,279.71,Paywall,Paywall,150,150,Paywall,300,165,150,Paywall,Paywall,150,150,150,Paywall,150,150,187,150,Paywall,168,150
"Gallagher, Ryan",MIN,P,801594,23.1,2024 #182,AA,L/R,"6'3"" 195",539,279.95,Paywall,Paywall,150,150,Paywall,300,165,150,Paywall,Paywall,150,150,150,Paywall,150,150,187,150,Paywall,168,150
"Gilbert, Drew",SF,OF,687551,25.4,2022 #28,MLB,L/L,"5'9"" 195",540,280.00,Paywall,Paywall,150,150,Paywall,300,165,150,Paywall,Paywall,150,150,150,Paywall,150,150,187,150,Paywall,168,150
"Rivas, Harold",BOS,OF,829093,17.8,2025 FA,R,R/R,"6'2"" 177",541,280.38,Paywall,Paywall,150,150,Paywall,300,165,150,Paywall,Paywall,150,150,150,Paywall,150,150,187,150,Paywall,168,150
"Morris, Kade",ATH,P,695034,23.7,2023 #101,AAA,R/R,"6'3"" 190",542,280.48,Paywall,Paywall,150,150,Paywall,300,165,150,Paywall,Paywall,150,150,150,Paywall,150,150,187,150,Paywall,168,150
"Huezo, Anthony",HOU,OF,805953,20.3,2023 #374,AAA,L/R,"6'2"" 185",543,280.71,Paywall,Paywall,150,150,Paywall,300,165,150,Paywall,Paywall,150,150,150,Paywall,150,150,187,150,Paywall,168,150
"Franklin, Christian",WAS,OF,681047,26.2,2021 #123,AAA,R/R,"5'9"" 195",544,280.95,Paywall,Paywall,150,150,Paywall,300,165,150,Paywall,Paywall,150,150,150,Paywall,150,150,187,150,Paywall,168,150
"Marquez, Ramon",PHI,P,827408,20.4,2025 FA,A,R/R,"6'2"" 182",545,281.00,Paywall,Paywall,150,150,Paywall,300,165,150,Paywall,Paywall,150,150,150,Paywall,150,150,187,150,Paywall,168,150
"Teodo, Emiliano",TEX,P,693713,25.0,2020 FA,AAA,R/R,"6'1"" 165",546,281.29,Paywall,Paywall,150,150,Paywall,300,165,150,Paywall,Paywall,150,150,150,Paywall,150,150,187,150,Paywall,168,150
"Morris, Andrew",MIN,P,702193,24.5,2022 #114,AAA,R/R,"6'0"" 195",547,281.62,Paywall,Paywall,150,150,Paywall,300,165,150,Paywall,Paywall,150,150,150,Paywall,150,150,187,150,Paywall,168,150
"Moss, Callan",PIT,1B,801978,22.5,2024 FA,A+,R/R,"6'3"" 225",548,281.71,Paywall,Paywall,150,150,Paywall,300,165,150,Paywall,Paywall,150,150,150,Paywall,150,150,187,150,Paywall,168,150
"Bush, Homer Jr.",TB,OF,683344,24.4,2023 #128,AA,R/R,"6'2"" 200",549,281.76,Paywall,Paywall,150,150,Paywall,300,165,150,Paywall,Paywall,150,150,150,Paywall,150,150,187,150,Paywall,168,150
"Wideman, Ryan",SD,OF,834240,22.3,2025 #99,A,R/R,"6'5"" 204",550,281.90,Paywall,Paywall,150,150,Paywall,300,165,150,Paywall,Paywall,150,150,150,Paywall,150,150,187,150,Paywall,168,150
"Curtis, Khristian",PIT,P,694753,23.8,2023 #347,AA,R/R,"6'5"" 210",551,282.05,Paywall,Paywall,150,150,Paywall,300,165,150,Paywall,Paywall,150,150,150,Paywall,150,150,187,150,Paywall,168,150
"Anderson, Drew",DET,P,623454,31.9,2012 #668,MLB,R/R,"6'3"" 205",552,282.52,Paywall,Paywall,150,150,Paywall,300,165,150,Paywall,Paywall,150,150,150,Paywall,150,150,187,150,Paywall,168,150
"Kinney, Cooper",TB,2B,695692,23.1,2021 #34,AA,L/R,"6'1"" 200",553,282.71,Paywall,Paywall,150,150,Paywall,300,165,150,Paywall,Paywall,150,150,150,Paywall,150,150,187,150,Paywall,168,150
"Sanchez, Jordan",BAL,OF,820847,20.4,2023 FA,A,L/L,"6'1"" 176",554,283.00,Paywall,Paywall,150,150,Paywall,300,165,150,Paywall,Paywall,150,150,150,Paywall,150,150,187,150,Paywall,168,150
"Mogollon, Javier",CHW,2B,808684,20.3,2023 FA,A,R/R,"5'8"" 160",555,283.05,Paywall,Paywall,150,150,Paywall,300,165,150,Paywall,Paywall,150,150,150,Paywall,150,150,187,150,Paywall,168,150
"Bolivar, Manuel",DET,C,837681,17.5,2026 FA,,R/R,"6'2"" 210",556,283.19,Paywall,Paywall,150,150,Paywall,300,165,150,Paywall,Paywall,150,150,150,Paywall,150,150,187,150,Paywall,168,150
"Cespedes, Yoeilin",BOS,SS,806985,20.5,2023 FA,A,R/R,"5'8"" 181",557,283.24,Paywall,Paywall,150,150,Paywall,300,165,150,Paywall,Paywall,150,150,150,Paywall,150,150,187,150,Paywall,168,150
"Brito, Josue",BOS,OF,821147,18.9,2024 FA,R,R/R,"6'0"" 175",558,283.38,Paywall,Paywall,150,150,Paywall,300,165,150,Paywall,Paywall,150,150,150,Paywall,150,150,187,150,Paywall,168,150
"Castillo, Yolfran",TEX,SS,815931,19.0,2024 FA,A,R/R,"6'3"" 165",559,283.48,Paywall,Paywall,150,150,Paywall,300,70,150,Paywall,Paywall,150,150,150,Paywall,150,150,187,150,Paywall,168,150
"Merlo, Enmanuel",MIN,SS,836611,17.2,2026 FA,,S/R,"6'1"" 190",560,283.52,Paywall,Paywall,150,150,Paywall,300,165,150,Paywall,Paywall,150,150,150,Paywall,150,150,187,150,Paywall,168,150
"Cabrera, Ricky",CIN,SS,703150,21.3,2022 FA,A+,R/R,"6'0"" 201",561,283.67,Paywall,Paywall,150,150,Paywall,300,165,150,Paywall,Paywall,150,150,150,Paywall,150,150,187,150,Paywall,168,150
"Santana, Adrian",TB,SS,803745,20.6,2023 #31,A+,S/R,"5'11"" 155",562,283.71,Paywall,Paywall,150,150,Paywall,300,165,150,Paywall,Paywall,150,150,150,Paywall,150,150,187,150,Paywall,168,150
"Fedko, Kyler",MIN,OF,693459,26.4,2021 #369,AAA,R/R,"6'0"" 215",563,284.43,Paywall,Paywall,150,150,Paywall,300,165,150,Paywall,Paywall,150,150,150,Paywall,150,150,187,150,Paywall,168,150
"Johnston, Troy",COL,OF,687859,28.7,2019 #501,MLB,L/L,"5'11"" 205",564,284.81,Paywall,Paywall,150,150,Paywall,300,165,150,Paywall,Paywall,150,150,150,Paywall,150,150,187,150,Paywall,168,150
"Kent, Jackson",WAS,P,800600,23.0,2024 #108,AA,L/L,"6'3"" 219",565,284.90,Paywall,Paywall,150,150,Paywall,300,165,150,Paywall,Paywall,150,150,150,Paywall,150,150,187,150,Paywall,168,150
"Robinson, Kristian",ARI,OF,677565,25.2,2017 FA,AAA,R/R,"6'3"" 190",566,285.10,Paywall,Paywall,150,150,Paywall,300,165,150,Paywall,Paywall,150,150,150,Paywall,150,150,187,150,Paywall,168,150
"Taylor, Brayden",TB,SS,694966,23.8,2023 #19,AA,L/R,"6'0"" 180",567,285.52,Paywall,Paywall,150,150,Paywall,300,165,150,Paywall,Paywall,150,150,150,Paywall,150,150,187,150,Paywall,168,150
"Rodriguez, Yophery",BOS,OF,806983,20.2,2023 FA,A+,L/L,"6'1"" 185",568,285.90,Paywall,Paywall,150,150,Paywall,300,165,150,Paywall,Paywall,150,150,150,Paywall,150,150,187,150,Paywall,168,150
"Agbayani, Bruin",MIN,SS,828202,18.9,2025 #179,A,L/R,"6'2"" 185",569,286.00,Paywall,Paywall,150,150,Paywall,300,165,150,Paywall,Paywall,150,150,150,Paywall,150,150,187,150,Paywall,168,150
"Perdomo, Jose",ATL,SS,815899,19.4,2024 FA,R,R/R,"5'11"" 180",570,286.14,Paywall,Paywall,150,150,Paywall,300,165,150,Paywall,Paywall,150,150,150,Paywall,150,150,187,150,Paywall,168,150
"Cortesia, Brayan",WAS,SS,829049,18.3,2025 FA,R,R/R,"6'1"" 165",571,286.48,Paywall,Paywall,150,150,Paywall,300,165,150,Paywall,Paywall,150,150,150,Paywall,150,150,187,150,Paywall,168,150
"Walton, Aaron",CLE,OF,830239,21.8,2025 #66,A,R/R,"6'3"" 219",572,286.81,Paywall,Paywall,150,150,Paywall,300,165,150,Paywall,Paywall,150,150,150,Paywall,150,150,187,150,Paywall,168,150
"Maldonado, Cam",SF,OF,809686,22.3,2025 #206,A,R/R,"6'3"" 200",573,286.90,Paywall,Paywall,150,150,Paywall,300,165,150,Paywall,Paywall,150,150,150,Paywall,150,150,187,150,Paywall,168,150
"Cross, Gavin",KC,OF,688457,25.0,2022 #9,AA,L/L,"6'2"" 210",574,287.19,Paywall,Paywall,150,150,Paywall,300,165,150,Paywall,Paywall,150,150,150,Paywall,150,150,187,150,Paywall,168,150
"Bliss, Ryan",SEA,2B,669208,26.2,2021 #42,MLB,R/R,"5'7"" 165",575,287.43,Paywall,Paywall,150,150,Paywall,300,165,150,Paywall,Paywall,150,150,150,Paywall,150,150,187,150,Paywall,168,150
"Wichrowski, Brett",MIL,P,814489,23.5,2023 #392,AA,L/R,"6'2"" 177",576,287.48,Paywall,Paywall,150,150,Paywall,300,165,150,Paywall,Paywall,150,150,150,Paywall,150,150,187,150,Paywall,168,150
"Jung, Jace",DET,3B,690291,25.4,2022 #12,MLB,L/R,"6'0"" 205",577,287.71,Paywall,Paywall,150,150,Paywall,300,165,150,Paywall,Paywall,150,150,150,Paywall,150,150,187,150,Paywall,168,150
"Favors, Caden",CLE,P,801129,24.5,2024 #175,A+,R/L,"6'1"" 219",578,287.81,Paywall,Paywall,150,150,Paywall,300,165,150,Paywall,Paywall,150,150,150,Paywall,150,150,187,150,Paywall,168,150
"Hackenberg, Drue",ATL,P,802357,23.9,2023 #59,AA,R/R,"6'2"" 220",579,288.05,Paywall,Paywall,150,150,Paywall,300,165,150,Paywall,Paywall,150,150,150,Paywall,150,150,187,150,Paywall,168,150
"Ellwanger, James",MIN,P,806067,21.8,2025 #88,,R/R,"6'4"" 205",580,288.33,Paywall,Paywall,150,150,Paywall,300,165,150,Paywall,Paywall,150,150,150,Paywall,150,150,187,150,Paywall,168,150
"Culpepper, C.J.",MIN,P,690217,24.3,2022 #384,AA,R/R,"6'3"" 193",581,288.48,Paywall,Paywall,150,150,Paywall,300,165,150,Paywall,Paywall,150,150,150,Paywall,150,150,187,150,Paywall,168,150
"Hernandez, Miguel",STL,SS,829791,17.7,2025 FA,R,R/R,"6'0"" 145",581,288.48,Paywall,Paywall,150,150,Paywall,300,165,150,Paywall,Paywall,150,150,150,Paywall,150,150,187,150,Paywall,168,150
"O'Ferrall, Griff",BAL,SS,803172,23.0,2024 #32,AA,R/R,"6'1"" 195",583,288.52,Paywall,Paywall,150,150,Paywall,300,165,150,Paywall,Paywall,150,150,150,Paywall,150,150,187,150,Paywall,168,150
"Munoz, Ronny",MIA,SS,836604,17.4,2026 FA,,R/R,"5'11"" 165",583,288.52,Paywall,Paywall,150,150,Paywall,300,165,150,Paywall,Paywall,150,150,150,Paywall,150,150,187,150,Paywall,168,150
"Soler, Yassel",ARI,3B,807957,20.1,2023 FA,A,R/R,"5'11"" 185",585,288.71,Paywall,Paywall,150,150,Paywall,300,165,150,Paywall,Paywall,150,150,150,Paywall,150,150,187,150,Paywall,168,150
"Salio, Angel",CIN,SS,825620,18.0,2025 FA,R,L/R,"6'2"" 170",586,288.81,Paywall,Paywall,150,150,Paywall,300,165,150,Paywall,Paywall,150,150,150,Paywall,150,150,187,150,Paywall,168,150
"Santana, Paulino",TEX,OF,815889,19.3,2024 FA,A,R/R,"6'2"" 180",587,289.19,Paywall,Paywall,150,150,Paywall,300,165,150,Paywall,Paywall,150,150,150,Paywall,150,150,187,150,Paywall,168,150
"Bergert, Ryan",KC,P,686701,26.0,2021 #190,MLB,R/R,"6'1"" 210",587,289.19,Paywall,Paywall,150,150,Paywall,300,165,150,Paywall,Paywall,150,150,150,Paywall,150,150,187,150,Paywall,168,150
"Antunez, Brailyn",MIL,OF,829073,18.2,2025 FA,R,R/R,"6'0"" 187",589,289.29,Paywall,Paywall,150,150,Paywall,300,165,150,Paywall,Paywall,150,150,150,Paywall,150,150,187,150,Paywall,168,150
"Dana, Caden",LAA,P,702674,22.2,2022 #328,MLB,L/R,"6'4"" 215",589,289.29,Paywall,Paywall,150,150,Paywall,300,165,150,Paywall,Paywall,150,150,150,Paywall,150,150,187,150,Paywall,168,150
"Clohisy, Patrick",ATL,OF,802117,24.2,2024 #341,AA,L/L,"5'10"" 190",591,289.38,Paywall,Paywall,150,150,Paywall,300,165,150,Paywall,Paywall,150,150,150,Paywall,150,150,187,150,Paywall,168,150
"Baumeister, Jackson",TB,P,691765,23.6,2023 #63,AA,R/R,"6'4"" 224",592,289.43,Paywall,Paywall,150,150,Paywall,300,165,150,Paywall,Paywall,150,150,150,Paywall,150,150,187,150,Paywall,168,150
"Cabrera, Jean",PHI,P,691893,24.3,2019 FA,AA,R/R,"6'0"" 145",593,289.52,Paywall,Paywall,150,150,Paywall,300,165,150,Paywall,Paywall,150,150,150,Paywall,150,150,187,150,Paywall,168,150
"Rodriguez, Jose",LAD,P,692064,24.6,2019 FA,AAA,S/R,"6'6"" 200",594,289.62,Paywall,Paywall,150,150,Paywall,300,165,150,Paywall,Paywall,150,150,150,Paywall,150,150,187,150,Paywall,168,150
"Barr, Matt",MIN,P,832699,20.1,2025 #149,,R/R,"6'6"" 195",595,289.81,Paywall,Paywall,150,150,Paywall,300,165,150,Paywall,Paywall,150,150,150,Paywall,150,150,187,150,Paywall,168,150
"Radney, Adriel",ARI,OF,815895,18.7,2024 FA,R,R/R,"6'3"" 180",596,289.86,Paywall,Paywall,150,150,Paywall,300,165,150,Paywall,Paywall,150,150,150,Paywall,150,150,187,150,Paywall,168,150
"Echavarria, Steven",ATH,P,806064,20.5,2023 #72,A+,R/R,"6'1"" 195",597,289.90,Paywall,Paywall,150,150,Paywall,300,165,150,Paywall,Paywall,150,150,150,Paywall,150,150,187,150,Paywall,168,150
"Sullivan, Sean",COL,P,807743,23.6,2023 #46,AA,R/L,"6'4"" 190",598,289.95,Paywall,Paywall,150,150,Paywall,300,165,150,Paywall,Paywall,150,150,150,Paywall,150,150,187,150,Paywall,168,150
"Lomavita, Caleb",WAS,C,701616,23.3,2024 #39,AA,R/R,"5'10"" 200",598,289.95,Paywall,Paywall,150,150,Paywall,300,165,150,Paywall,Paywall,150,150,150,Paywall,150,150,187,150,Paywall,168,150
"Garcia, Johanfran",BOS,C,703190,21.2,2022 FA,A+,R/R,"5'11"" 196",600,290.00,Paywall,Paywall,150,150,Paywall,300,165,150,Paywall,Paywall,150,150,150,Paywall,150,150,187,150,Paywall,168,150
"Powell, Caden",HOU,SS,702547,22.3,2024 #193,A,R/R,"6'3"" 200",601,290.05,Paywall,Paywall,150,150,Paywall,300,165,150,Paywall,Paywall,150,150,150,Paywall,150,150,187,150,Paywall,168,150
